NU_INSCRICAO,NU_NOTA_MT
29,153eebe4d270fe850d2ede7f53cbc81a6f4ddf91,475.53044843376387
30,a4e821c6f16fdae0a26cbbb7018b75812dfd074b,460.8032781336869
31,f66c2e5ff22a95fa532e78c7c4bf1d145247211d,489.50895446669807
32,17f0dd5abd53dea135ffd020e8e8e0761b3a56aa,444.7488673288444
33,fbbd23fcfb37cf90b8c1f58eafcab62771f3cd71,437.79068692224826
34,a99286ac4fdce6f63b59569b2d8ed85a5c911ea3,461.5697263418288
35,f8d4f9a26c5f2023c33701a8888f9c02513a02c7,497.9575609305696
36,9785b7d9ca2e8dccfe60ecc0cd2abe1ff51906be,468.5690277689396
37,59bfa081e020013410d9f60f91813964ba749bb2,483.00835503999554
38,f5e069ee3bc95998464e8ff5da048b7f999921ed,461.9597878629925
39,e02240b518016d03a1b5bcc6d0a37b7a527ea93d,449.55880131592266
40,664f44258212a1f7e4086f2b4845d586c543fa3f,443.70984834469414
41,265cd7befa74a9f2a198fc57baec9858075f8419,521.4141041290625
42,6f9ac44919bbd204e0ef15185388fd2d4bc61253,429.9811746662126
43,78de1ee60b55766cc3eba4089e36c57139b66ebd,569.0239875456446
44,24550edb10f283ef4e953fd6a8fedbfa211bd456,569.1130107882607
45,1e61a474acdc043eb39a89c17fab34bd2ea1a940,517.1433719377442
46,940af68ded6af2875708611051aa7ff3f134d80b,507.4153672914064
47,e7ec3258f3b280c1ddf452d107fbdc9fb5a6b72e,539.5642733795235
48,c76ddf6e9f80984e901b12f9462a3cf029bea290,399.4027338532322
49,7d39df837488ca3fa6e512fd9e20ec7753b4c36d,385.5181120946817
50,65bba36aa15f0c4ef3562ea56c125d931bc4ed63,460.7908001569731
51,1045c54b5ea9f6e08454ec57c47e4ce0e33190bd,483.00835503999554
52,92823d467a2ced9529801e0e8a94802dd88f0c17,426.51226486501673
53,9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,568.7092269909547
54,413cbb38b2e2522f8167ffb9daeac1347b281393,567.9083280896557
55,68985fad004092956a4b4ce94dd53dc76d07eaf7,483.00835503999554
56,bdca9aeb19521675af15f2c28d86f6bebc45a834,437.7303255522361
57,b65b19d42b7a4b644fe9f99366dcb37b120862d9,411.4019418155229
58,eda898aa8ec465cbac70de72ead0c6d688e5f95a,466.02735642254584
59,5357b6c09be4c7f3829b72f80de846a9228253cb,483.00835503999554
60,8d5c4481d736f6ce27976e400f4245bf10757608,580.7021534666521
61,226b53de56347e3f9b52c8e0ab811fb82e96b3fb,447.7117463928029
62,089613ac7dca24109f84c72a97c83b2768b1df1c,465.3608645302396
63,527773409bf373301dbd835e59a263c035c043b8,518.8116177098668
64,45c95a1640ada5c9206fde19c4ccf68929c5ec0c,483.00835503999554
65,c4cea54435c0fd0e171eed4c215479bb3ca86113,473.0117428106449
66,7d5cd89c6112b9a202a025a24355135bc60848c6,447.8271342757174
67,b70ab62384aa80545928a311f5b5d3db2f4d87ee,483.00835503999554
68,c96431dd924f366d2229a7f1455388b8cd85be49,460.649546381608
69,1b72da5bb82cc150ecfe71218c02f155d694230b,441.4769228787559
70,e429507efe1c2680cc464481850117d17083cd88,434.1154087256984
71,dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,432.0723773185689
72,e724482370ae6126008ade80b564ad8d8a0a7cbd,457.7690180811842
73,2ef4e2788e2f815f9a885c899f75d5dfeb234a02,467.85653301155446
74,c8762fee25b022eb5b4918f8f689e4fb6d19f73c,513.9146302499621
75,e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,444.5145110485629
76,7f898f8939ae054359f83ee154bb91bc7dd2c959,420.72242626226983
77,3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,468.55218442290607
78,82e3b12c6366008fabc238f299f117074e78de5d,483.00835503999554
79,0d838be0e718ceb786cdb10fcc12559e00440240,483.00835503999554
80,1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,467.5041491587817
81,5a9d89465845ac2d81366275cbb1a81d627efd36,483.00835503999554
82,c83fe640ba466ba904ac1055e53a875289888797,420.054049337687
83,8855ae8971b9bd9b02c45a82c6c894a2e76ca542,483.00835503999554
84,a2945f1e7fbadac669590b7d9fafb6c900bca3d0,489.7135148217739
85,328639a0c753715c30a58bae70c82f2101153eb3,479.3495206435649
86,ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,449.94149046220997
87,643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,483.00835503999554
88,f56746cc2900258507d2b32c126f8db090db856f,392.90824968598264
89,1a4963b5fea8bb25c67750cdafbe84b01efad177,483.00835503999554
90,b520c940e62f4ed684417e7eacf00d85752060da,440.76441026653174
91,2e170cf2651ed448991af6fc5df15167733b2d8f,471.71852338073904
92,6efdd93a0ae289be6bb5a400bfc1deb077d75886,414.7076882740267
93,72ac2acc787d8cba0934cca3810ac091d792c8db,464.9339940672305
94,92a25eee14554806f081869cc9dac868fd1860fb,402.2509743676031
95,1f12a9b01eb9ef227a5482f498f3354bd485d9a3,460.25721063132914
96,acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,588.5797574520827
97,7ec2f787b9f57044bd98c0d4854f521c9f9ec635,520.2835636893901
98,e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,469.66589956795013
99,1730807e4916c5f7e8ab21e02ac5657bcea3e732,483.00835503999554
100,b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,480.88318531145626
101,1a46d99716282410d1170f0f35069b34e34415d4,483.00835503999554
102,0467e022da4ef897f666bc76f31e1bc8976f7e92,418.831125285985
103,993aca0d5eac6741117947c82a3647102096255e,520.5893890836476
104,94c96ade6ade21deb080bba6aad537fc4f195d47,483.00835503999554
105,36bb672077a46a3e4755cef90437a616d28bdf23,423.5015168948026
106,e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,468.9148607832307
107,328ca19128d276eb4fbc309c54ec7f346c803d2f,437.32606773820135
108,27cdb62f0a2a5467efeb30aafbf246ed2320c532,497.20414377065987
109,c52cae37c3653620bbec72264c502f45ca2a8671,438.506224798457
110,f9ef2695eb0986666093945894b8f2fee351bf22,540.0304895203226
111,2178c497293d0cab01ce74f5105b1a398fb12d8e,-16.268387554600224
112,e21faa0c07406dde71ec02f266b19b314ba8b0e2,513.7189557660995
113,8a021391cdaac100dab56c59284bd50137a74129,483.00835503999554
114,12ee0df69325d97cb95404958c4acf4112aeab8a,574.8389548805726
115,b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,444.1148121921217
116,66cf0f8b5af2466f9616fd15c0c10344df84982a,582.8014727442353
117,720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,562.5079322176
118,60edc5708acd60680891ea15379dd07c7a5924ff,430.75741454116314
119,b9f786712775e0d1d735398d710b01f404c985a3,483.00835503999554
120,564958997e204bda06fbe90afc4722805c78a855,483.00835503999554
121,36f38ea81d1305770cd5153f1e1667fe8a1eb47f,456.048772406291
122,527098f4ee3ceb5c393981930d23b8fe154f4db9,483.00835503999554
123,5a42c3f801e77d628649a6c34f3a4e5b80f232f7,519.8639354116037
124,8296743fdd105ce9183561cf5b359b0a3781465e,497.5250736494125
125,a3b79e8c739832c77df2ba6bcdb23a7518155a33,507.26428072932146
126,6602c7f15a1fdd082265b64976448c6809df792d,483.00835503999554
127,31ae66f0fe024acae4490915c348e487f2367574,483.00835503999554
128,81901aa980653106e64863d957387d24e2c00af3,482.2758451919111
129,28e10d1bd0b6effe0edd503446ebda948ad240ad,504.8163354221502
130,53a7ee52a87f80241e2ca13c923e06b72bf3a059,483.00835503999554
131,50be5f75fdaedae454b0c3d63b7277854bd08d8f,497.46619602982815
132,82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,505.69472100241427
133,0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,454.49060138004916
134,d1e2b5c758988b6d69e90aedab3e02cae47d61c4,460.3443563252926
135,02681b5c893b94db204713cb4b20dde6fc3f2f95,628.0887795480446
136,6ce4c0e0784b3881b36b3d1c047ac6ad121681da,483.00835503999554
137,829dd51f77f3ae74c2216de2d86139bd0a03367c,483.00835503999554
138,28c6829e69879bc1d34db1cd51b89562d3cc596b,409.7282755647335
139,ecb9f0d7a261c9f27865ea22f2e643701f721eb6,479.9154254210857
140,96715a069fbcb2e84b26a01563921962ccc4601e,471.51887859859806
141,923538833160e8432636c88e8119378a43b3d766,501.47613158534165
142,aacb834258765a2959ee63c57d2be4923d11a696,428.7523862897945
143,c32e484025571dd94255a77f21de08ab8d2aaba8,558.2381718083955
144,d425deeec0a3c7006f14d732eff8933d5155067f,398.86437156077216
145,f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,483.00835503999554
146,716a178e9a6f7791b820da77879943ac9040a547,483.00835503999554
147,430212cd8767ef2bff8cda0f61729203fef7523e,469.63814963252275
148,e97d33221238e445688a0e984778d4ecac788be2,408.4718570668069
149,695c9481580951d830c4431fc6c9dee778ba9ca1,644.3167253637532
150,4bc5712bdb9067b1814e969e71d5cdad59bb38d4,483.00835503999554
151,0411742cbb54fe1b6927b25f0bb52b885828c828,403.05093584970695
152,780505a9d5fc3c6da53686c0cc8bd871f4db00bc,472.1097086014368
153,bc40729846bf209b06e2a9a890e01d4e6780f5b4,483.00835503999554
154,e4e7a38b58319ad0a5cde4848622b21783c907e9,494.19141094602907
155,9c5a0a82074c75cb072752d71da42b9c6c27b0a3,540.8892893213645
156,aec1b63c3f0c9554e533752d8fe138ca82101d4a,483.00835503999554
157,4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,554.2090495622008
158,4b48d500ba4410546ce01f7f6d44bcbafa73994f,452.41579281405643
159,edf33c347c866d26872f540bcc1f6ae415f3294c,433.08924845384445
160,54f4e6037b9d1eb4a2a134306d37176787f1c1d3,438.9866336575896
161,3a265ea6ebdc4eb2520db912adf5592f03b3d634,483.00835503999554
162,99bfcef2dc3695a617f241bfd3b6ead3fd653d41,448.39104843157946
163,0ade5488fd62db34c11a369bdbb4327faacc1635,405.5840215661612
164,e418fbb77e6ff4103205f3b7f6a66d53183d809b,540.7470367269684
165,8ddbfe70cd41135cb6f125335a48d100789edbf7,442.3901947305417
166,fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,405.6067827503305
167,1d3e406d0223d4cb0328850d689ba9fcadf62776,424.3650925509957
168,67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,483.00835503999554
169,ecaf075653faf2dcdf946c0ce50629f5083347c0,451.5690897364323
170,7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,460.833047995792
171,d43894c5e83bb3a7e5000636295b0b050de19309,480.52843657630683
172,5b7877d12550dd35d27a02b66a13f2a27bce11ca,476.18743720014663
173,18f800ec03e33ebad5fb97aa8465dd3e5961337e,483.00835503999554
174,bb39cc6296f2c9da3963994899c5c34b50965720,551.6353648272041
175,76facda8958cbaf5dba09a4d35d3b4de7596a49d,510.8458659865303
176,b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,483.00835503999554
177,e887be276bf553575b20ed1a0de8833d9cb7e247,504.7596377183142
178,cc8794762ffa592758b5117d67e0d02e2e8b9c49,413.84138125995617
179,894d277c608610fa8c31db531f64582b9569b2e9,489.9258982159737
180,b2e029961aa0f20071b74708e0d97e6f200ec582,483.00835503999554
181,12c7d85e168b09a0278df140a22bcb0052a59b0a,483.00835503999554
182,64c4892488a9c6281bdabf467a0b5a6382d248e6,533.0435960556927
183,944e790f6e64eccf6df361247858165f17dd7abb,450.7230094571796
184,ac112e94587e6e4249b7182329ee5a5040ae94ea,427.2568460712696
185,a58cf11e498228f9aaca92b0c49f955a6163fb59,467.2877657168156
186,e8c84701c041b7f3b39f3125a0449fa633589fbe,567.3289650141198
187,af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,507.041593572418
188,c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,453.87021357426687
189,ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,435.0482744274361
190,e64ad901853230e396be49311ea98121c348fac6,570.6040091374066
191,8532af19be3729ea233c1f29e4c015820fc7fb3a,405.5200749167311
192,6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,393.0774256296799
193,26853fd075fe27954772c3070997635b94f32b83,526.4861985061013
194,3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,483.00835503999554
195,574ec310dee846f9ae8eb278480257d463f6fbcc,414.8283454596231
196,ebb32b8df4ff9b202ba904f310724ce230cb4305,483.00835503999554
197,8a46e35787225c3e7adef2b998ad9c93a952106b,601.9925406041602
198,b62bf908b504e8c6898777a7f5b88afed358caea,455.5263739560139
199,10d22971ca4f53fc62d02905809ff1c37fbb68fc,478.63877230440255
200,0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,617.8766727800441
201,cad47b624b484cb16291449cee30707a46c20199,436.2433035623241
202,8f2c4684ec70392c718c278b10b04ddfbd4ced1f,443.0633344182391
203,bb6c0df09cb6663f142ce6da382b804353453af2,483.00835503999554
204,c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,442.15061080793964
205,7bd0affe1bdd3681a0faecd80a3d48c023b986de,453.3360809957627
206,d76614020539405f481c0f5ffb9e6f88a0bf21b7,581.8911277215645
207,5ce2df96a99343819ead41bf242044177439696d,483.00835503999554
208,c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,558.370001985222
209,a9216c3fc0c0bf14cda0ca26a71c205458b74896,442.5308518918762
210,92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,499.166533865129
211,ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,524.2795994080273
212,176b027cd932b17fcb6f119cfcef338a175062b8,483.00835503999554
213,41474f2dda61d97f38ba79906d3dbcce223d1bd1,582.7227235316661
214,421eb738f9e2ea73e5f4227c915762d6421102ac,483.00835503999554
215,1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,483.051820164622
216,f113b266aeb3cb19dca62ae88de7cc55a13efbf1,518.3887868714066
217,134d96275e3893946c3a0e1d59f86b336fe64f6e,483.00835503999554
218,d4e97da32ccb6987ec074aa48c24ce949c05a78c,471.76800394305354
219,fa556e489987a0588e9a8edb5327e2bde1679670,648.2992661569072
220,95c1d266a2524560761df98b376c17604733a6ad,483.00835503999554
221,c11c4303d2632cde64105a35554ecb77a8564260,483.00835503999554
222,30ddf113f77266181ef7bf57ea7d4ca3f505fec7,545.4680542673409
223,6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,445.6092463226136
224,3671441f51dc0c3d052e87d6b8beba46bb70bfeb,483.00835503999554
225,580c34923cbde328e0aef1641dd02033fc862c04,451.26520027014277
226,156e1fb82056b0f6953c443446eb4dcceed7c03b,483.00835503999554
227,29d8bf198da9caa59047268faca60207da24d1b7,382.4512808357446
228,1b3f80a1cd9fff0408e96169fcaf006936b34fed,449.3088016629139
229,b5932043b62e0c58e16e2cc2c9d5489390e5c895,461.7278661646163
230,99092cc60948943c59d68d62ed81a75a03059113,483.00835503999554
231,fbfc631ae23a558d8dd92916cf2e8b5f923b0681,483.00835503999554
232,dd69fca6f17420dc911016a79e70583ca7ea330d,421.1743449157344
233,d387995af060965fb9d18973f3dbf4904f071066,447.497521373188
234,27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,572.0722838801855
235,543674772357cf9d8a7a8e7dfb89384af80ec30e,483.00835503999554
236,80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,462.49192243399915
237,dc2699d27649dbe52ebbe10001c0bb5ba71310c0,453.1247765805384
238,0736d379ea0962e316ce84cce8e883321be36abb,483.00835503999554
239,98cc842c547c69a0d27776e272fd8b61131b0b37,527.5689812611522
240,890b7696fa85ca2b3e90b3951efec2135e88d5cf,479.6974248342038
241,f3c4cd2f095979416fcac08d630fb1b1623ba5d6,442.7395887683862
242,d84b48f7dc7a6e387e6e985525143589754c5b13,462.834935153069
243,71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,468.55285975258033
244,dc4fe9d4124d9278f58f6f999711116a3fe58be7,483.00835503999554
245,f6624d763619c0898b34dc02adf06f53a1721cd0,447.55098457572876
246,60b1c12559860e7ad966da4c4db5c78e17278fc0,384.2632586680384
247,a3f3dcb89101d86171f8bb4f4f57939717cf298a,447.4048895440597
248,4f365503582b97ea96462d0d36895a5e7f5926df,572.7417918080862
249,c80869804effb21d50cc8fff3f4c27ba5521240c,436.1629018549575
250,d0f351638d60e84b890a498d69c9a7961cdcdf36,453.86256214757094
251,48e8ec135997ff3676648d5c144c3c7150a7bbb1,424.89866321304913
252,45484014aefd10ea3e4b08fb93e66c251709cca6,440.45533293121656
253,ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,494.3609983038133
254,b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,448.43061809764737
255,25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,471.221670958464
256,0fb75ce5f51e8afaf504c75de131eb31f89faf4f,421.76709505972536
257,26e6e8cec21236dfc21cf98812a3d99a3f87d99b,460.5615258119282
258,c83c66733c5bd90a59996e473bb69e44f6522976,537.9884305494763
259,69c67ff1933e4fa099182bbcb24a229d0ad84d5d,414.63324314834176
260,4c373daf5547a6292c4905696c148ec83f95f083,522.6261979768115
261,4549620b5459bb28990580f4ca0b4c2adc5b1a68,483.00835503999554
262,87f89c855f377c5b100ad2986cc6569e31d94a98,424.7773097290955
263,d0d8601aab147c191ae37365a930c1ed3eb0414b,535.8283986225774
264,9a25537903e8e7eab1dfb357903d241e24e86fb8,558.3750487547295
265,eaecf3dd32668664e1dcc2d6c7a69042824806a6,465.89088272241423
266,d19fa85793fcb8ae3126d10592c9c57d3b32971f,483.00835503999554
267,c59b370d3aa06b68878c836bceac844953d74972,514.871453304384
268,5a6d397150d1a9e9c82e120f92d1e782da34bddb,435.0758936843398
269,b2128312e70fdb830091aecb6b27d82617e2e226,483.00835503999554
270,8257941af168c0cc15f28bd596fd922352dae732,438.9718238083128
271,854ce153823802674f35bbe1ec010b12e9b3a56f,512.51691055726
272,27f1db4e266b154f6f7fbef9c225fab472652a7b,421.65093956898795
273,11b90bed4a05d11169f308370faf81d6e9ca2c4f,438.86189030593516
274,5c55b7aeae6cb75ec715b4629812175239e45c15,482.6158395592438
275,1391c7de937e0fea2ad23ebb111e513bf2aca2af,501.17732543246194
276,e9488c35627294cd8f5a809c0667aef7a3f0d465,444.5048191995825
277,39c22d725a24b290af887b25175ae0a8d560db4b,626.6199725527367
278,e001e1d73163c327a4d800697b1b36cd6921f60d,495.7529586475229
279,b83424ca8973e4b2eebf6eb9e26e842999432d22,483.00835503999554
280,202da3f471204ad489ebf0c3856437337534112d,481.73934236332803
281,912d751c54b46c860c5ba61666fc6fc59ca2689d,481.46084928313144
282,8376d681a277c58f06ab633a06eaa66391126246,495.5143300281881
283,e114f7b197069bde8e158a0dbeaa022dd0c4e280,437.7585638791139
284,fa84edf183bd459ea9394d77bdc191683a75ff66,497.33596285208426
285,76190ff09a736ff83169394b770699b2709c5a27,489.87982347167406
286,515db15df8581ae72bb8e8358833016adee74e02,474.9796038210557
287,e2a05053c19e6fba60d0e582e6c7f371728a7106,483.00835503999554
288,66c14322296ac259374ec98c5c3bb2bd67ba25e9,467.49220023008417
289,2378556841bc8d5746f2b94d6adefc2db20f9518,439.49253356970485
290,1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,483.00835503999554
291,796d558152d241567f8a72b535a5e36fe78886f3,429.6114469325959
292,1093edca7a04127a6e04570ee9cb58ef1bc0a69a,483.00835503999554
293,3c748fc7a94edb7ac1484373751ffa8574a3281d,499.92007388558585
294,344a6fc8038e291a6371f94963d7a7f5e1c4d55b,483.00835503999554
295,92510f53e4c26c81c3bb41aa9b4e967d1697cd12,483.00835503999554
296,10a1e8808e744c619376bff659f859cd71e8c41d,566.4837535343679
297,fc959dafc37dde3f173f083486d84ce5c817443f,687.2747307661359
298,6979d91c0a1903a336c640e14eed100821a0e24d,493.22170570537963
299,d4e37c4c1235ce014392f6c8ba0436f195b9e459,596.1040925784794
300,65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,518.009793933242
301,565a955a60c6073157aa869c0351c626a7171ef3,512.9710645792177
302,5697c01ee87a008056ebc0993a1028b41a26d251,440.54108777014875
303,99be797e423b5ae08fe342ea772738f71975df47,416.213135878844
304,b579ea83f2d6c15b2c717d16a89827d65f39904b,464.9784905763986
305,e9373b5c22567bec508f2fa2580e4dc3ff687caa,394.09757697551913
306,a465af361b68bd536dd8bf61d522b9b21755ab60,491.68507882326173
307,c8feec2a94d996d03534ce935dec7a034667f107,553.1043407798104
308,af1890b4dbccbf8b6af56051a39bd4b13d1c971b,483.05547759028155
309,f4f7888cfe88b7a3b0f3d94749921976353ae82c,497.9689764682127
310,cdf60a765205a4e99eab17c72a68ff9cfd019dc6,447.78042827096317
311,2e466f15ac7b80870736fac2d0cf4bd7f362e852,411.43490584838077
312,85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,441.6583071704096
313,fc83a5c665f70f39b4c7d326118cbf21a898e660,483.00835503999554
314,c26fbd904781a4f6c37a8f8969778f687c6c1424,552.2330993019752
315,ced4913c2220be57c54bc9f87bb4f441d5976671,483.00835503999554
316,880ade460a231d722e8bb0e4d17f3c8f77663d37,541.930454246123
317,7c869f5b89ddf3130c87011b6508ee59e32682c5,474.1327807212191
318,9027f65d4e576928ca59690c280050c53d66506a,483.00835503999554
319,09eb415bcb9842d207139c8bddf32427a134d51e,440.1444043708335
320,f8224c83e27f4921df62876f7ff660b1dab3d974,479.5817747123746
321,628b91ee9b4e1e4564424fbfff2ea9f8eddca032,483.00835503999554
322,dfec3182aec0997207e0845b072498065ec89aac,525.6885250560374
323,d653549f6d0ba70e2113b2cc56e9a83e331d2462,483.00835503999554
324,e95674df974af80342f676ca9e3540aecec2b8dc,434.3782506912275
325,f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,418.85431297507523
326,2b7b15015ab18dc51893827c7e3f01d931a70410,492.143633286626
327,22d86e8b43a9412df86ec15ac231b9919e3ec905,419.8500707205566
328,1c61035799f6afe7f44c1fb68567d7a8945c3943,483.00835503999554
329,d5ed4b8732b0d7127a64f7e71137d321c56cc198,435.01758116809935
330,63edbbe59337f861a710bee4fe8a691d231f23da,496.38163782579096
331,f62bf9257782d839d38f84376b79611ed0de655d,389.0799442744078
332,cf14952b5b09ad1a9497769e3a08da2fd74c6102,511.3699413361017
333,21b8ef230efbfca6b5f15b36a3243d76ed390967,483.00835503999554
334,fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,483.00835503999554
335,467fdbfc0c6cab31b0d85ec5e373d82fa3790321,459.0713177451398
336,3de3c134579726fe4606b7a05f82ce19f00adb09,562.3775210785141
337,0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,493.0731024662319
338,bdaf0955746c2cdd3b9ac2538c7502d312fffed8,491.01067923868425
339,520c60d32fd2af8be76abd332859b36d8ae45900,472.5113580020642
340,6cb6e2310b52c2898e500f81bea938446592568b,483.00835503999554
341,0193b535914e1c5a445bede11a408bf1709cd3cb,483.00835503999554
342,f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,483.00835503999554
343,c512a461034cd90a9c5f1a32332b748041cfeba3,511.52733579410693
344,6f77bbe0fc418131d06d15f50b30073eae680dbb,578.3425378473776
345,9b378e3937af8e97d4753cdf0c8917306354aaaf,493.09755574667895
346,1c92f54a5fe563622a0e23cf116461a7e147efd8,424.48704530563555
347,90facc45f7578775e3278aa0bd4fb59dad4d37c1,483.00835503999554
348,563bd02a1204c85e79026a020ba5af29bce95c12,483.00835503999554
349,c8062c4cc7e023996bd37b87295f5a2957ddb172,483.00835503999554
350,ea7cc5987f9cc7f756d501961f64fa5769013823,483.00835503999554
351,f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,544.3560842955576
352,7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,483.00835503999554
353,1b61f7e184c7040ae4cea725153965e1f7f75308,469.21933546931655
354,aea68e00d370c2a0cfd02bf868824dec427bf23a,482.6583774019159
355,bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,483.00835503999554
356,95a9c65324583892b2d1a0c1c5163488f92d4a6d,414.20127227461467
357,5b7e7632cf766876026d0da6aa7c6df77bc13438,442.3608631032875
358,a3be14b06b7aef01331da18e7a1678222b563151,598.4494195094735
359,92b8965cf3fb76d11e5061f26e577c23d212b9c5,560.6451280591966
360,96fd0462597b8cf21b1e918c1947106cd8359e5d,534.3075343216276
361,5c1cef937c40bf8c30c119160bedde7ef679454e,519.035225731538
362,27dce80bee1eadbcd82bc7d09adb063e116870f6,483.00835503999554
363,271a7e5b703fc3f29f6669415048a760e6355c5b,426.8239120452737
364,e39fbeab552a4b6492346d821d095c3a0d691555,497.10276623600663
365,93694c58636eabfe86550e734efb3775ba4d739f,483.00835503999554
366,8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,481.20889677737176
367,6c05e70130682975c1485a862b6e08b895650671,461.63958271452054
368,8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,483.00835503999554
369,15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,484.06885228024265
370,283df09083d3c7bec2590f22355c7ba32ec88623,483.00835503999554
371,40b96e97dc29dfc990656e30c1038e846b6c8ff2,473.32043617248144
372,ff362d0a648559b9146fb97ee248eb423c3d6a50,399.8044636265239
373,717ae2ab18e7ba03c4f3af66500ece6580b29b71,494.89623629515654
374,5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,405.44849779677776
375,23131f453efc29c2af9553d307692c60a3add1ae,483.00835503999554
